"Category";"Group";"Type";"Message";"Location";"Assessment";"Since";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:30-30";"YELLOW";"default@1590680627101";
"Code Anomalies";"Exception Handling";"Code Anomalies/Throw of generic exception in Java";"Throw of generic exception RuntimeException";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:89-89";"RED";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:117-117";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:18-18";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:66-66";"YELLOW";"default@1590680627101";
"Code Anomalies";"Test Conventions";"Code Anomalies/Test class naming convention";"The class `UsesErrorCollectorCheckSucceeds` does not match the pattern `^.*Test$`";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:76-76";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:52-52";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:39-39";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:54-54";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:21-21";"YELLOW";"default@1590680627101";
"Code Anomalies";"Exception Handling";"Code Anomalies/Throw of generic exception in Java";"Throw of generic exception RuntimeException";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:84-84";"RED";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:24-24";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:36-36";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:102-102";"YELLOW";"default@1590680627101";
"Code Anomalies";"Test Conventions";"Code Anomalies/Test class naming convention";"The class `UsesErrorCollectorCheckThat` does not match the pattern `^.*Test$`";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:52-52";"YELLOW";"default@1590680627101";
"Code Anomalies";"Test Conventions";"Code Anomalies/Test class naming convention";"The class `UsesErrorCollectorTwice` does not match the pattern `^.*Test$`";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:34-34";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java:88-88";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Modifiers must be in the right order";"Modifiers of `FALSE` are in wrong order";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/AssumingInTheoriesTest.java:34-34";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/AssumingInTheoriesTest.java:15-15";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/AssumingInTheoriesTest.java:18-18";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/AssumingInTheoriesTest.java:37-37";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/AssumingInTheoriesTest.java:23-23";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/AssumingInTheoriesTest.java:34-34";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:76-76";"YELLOW";"default@1590680627101";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `ZERO` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:32-32";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `ZERO`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:32-32";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:35-35";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:44-45";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: method";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:44-45";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:32-32";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: method";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:57-58";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:57-58";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:60-61";"YELLOW";"default@1590680627101";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `ONE` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:35-35";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:67-67";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `ONE`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:35-35";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:63-64";"YELLOW";"default@1590680627101";
"Code Anomalies";"Test Conventions";"Code Anomalies/Unit test classes should be located in the same package as the class under test";"`ParameterSignatureTest` should be in package `org.junit.experimental.theories`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:23-23";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:85-85";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:48-49";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: method";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:60-61";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: method";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:63-64";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:38-38";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java:23-23";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/PotentialAssignmentTest.java:26-26";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/PotentialAssignmentTest.java:11-11";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/PotentialAssignmentTest.java:36-36";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/PotentialAssignmentTest.java:8-8";"YELLOW";"default@1590680627101";
"Code Anomalies";"Test Conventions";"Code Anomalies/Unit test classes should be located in the same package as the class under test";"`PotentialAssignmentTest` should be in package `org.junit.experimental.theories`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/PotentialAssignmentTest.java:8-8";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/PotentialAssignmentTest.java:51-51";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/TestedOnSupplierTest.java:15-15";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/TestedOnSupplierTest.java:21-21";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: method";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/TestedOnSupplierTest.java:17-18";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/TestedOnSupplierTest.java:17-18";"YELLOW";"default@1590680627101";
"Code Anomalies";"Test Conventions";"Code Anomalies/Unit test classes should be located in the same package as the class under test";"`TestedOnSupplierTest` should be in package `org.junit.experimental.theories.suppliers`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/TestedOnSupplierTest.java:15-15";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/TheoryTestUtils.java:16-16";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/TheoryTestUtils.java:18-18";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/TheoryTestUtils.java:20-21";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/TheoryTestUtils.java:27-27";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Correspondent.java:3-3";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Correspondent.java:5-5";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java:70-70";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java:66-66";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java:21-21";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java:25-26";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java:56-57";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java:25-26";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java:16-16";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: method";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java:86-87";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/GuesserQueue.java:10-10";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/GuesserQueue.java:47-47";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/GuesserQueue.java:14-14";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/MethodCall.java:12-12";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/MethodCall.java:52-52";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/MethodCall.java:8-8";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/ReguessableValue.java:8-8";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Unnecessary parameterless super constructor call";"Unnecessary parameterless super constructor call";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/ReguessableValue.java:11-11";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/ReguessableValue.java:10-10";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/ReguessableValue.java:14-15";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StringableObject.java:8-8";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `obj`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StringableObject.java:6-6";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StringableObject.java:5-5";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StringableObject.java:6-6";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StringableObject.java:12-12";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Stub.java:7-8";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheories.java:16-16";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Field could be final (Java)";"Field `queues` could be made final";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheories.java:31-31";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheories.java:17-17";"YELLOW";"default@1590680627101";
"Code Anomalies";"Formatting";"Code Anomalies/Missing braces for block statements";"while statement without braces";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheories.java:46-46";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheories.java:27-27";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheories.java:26-26";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheoriesTest.java:12-13";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheoriesTest.java:10-10";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:68-69";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:73-73";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:102-102";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:90-90";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:46-46";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:181-182";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:85-86";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: method";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:32-33";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `objectField`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:82-82";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:44-44";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:138-139";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:195-195";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: method";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:68-69";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `list`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:195-195";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `objects`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:102-102";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:143-143";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:23-23";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: method";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:85-86";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:80-80";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:126-126";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:134-134";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:61-61";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:82-82";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: method";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:198-199";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:104-105";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:25-25";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:159-159";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:193-193";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:115-115";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:203-203";"YELLOW";"default@1590680627101";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value of parameter `obj` is never used";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:138-138";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:54-54";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:49-50";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:29-29";"YELLOW";"default@1590680627101";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:138-139";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `list`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:159-159";"YELLOW";"default@1590680627101";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `objects`";"sourcefiles/src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java:46-46";"YELLOW";"default@1590680627101";
